parça (model adı);kalem;adet;tanım / ürün;not / ölçü;birim;tür
CEK_K1_hamur_2_avara_kolu;Avara kolu 3 mm;1;304 büküm · ön çerçevenin arkasına 2 × M4 perçin somun;kayış gergisi burada: 8 mm yuvalı;CEK_K1_hamur_2;ÜRETİM
CEK_K1_hamur_2_kayis_GT3;Kayış GT3 6 mm kapalı çevrim;1;~1482 mm (494 diş) · çelik kordlu;tedarikçi boyu doğrulayacak;CEK_K1_hamur_2;SATIN ALMA
CEK_K1_hamur_2_kayis_cenesi;Kayış çenesi + kolu;1;304 · kutunun yan duvarına kaynaklı · dişli çene 2 × M3;kutunun arkasından kasnağa uzanır (strok için);CEK_K1_hamur_2;ÜRETİM
CEK_K1_hamur_2_miknatis_ayagi;miknatis ayagi;1;304 · lazer / lama;zarf 6.3 × 2.3 × 28.6;CEK_K1_hamur_2;ÜRETİM
CEK_K1_hamur_2_miknatis_57135;Mıknatıs Littelfuse 57135-000;1;AlNiCo 5 · flanşlı 28,57 × 19,05 × 6,35;çenenin üstünde;CEK_K1_hamur_2;SATIN ALMA
CEK_K1_hamur_2_reed_kapali;Reed sensör Littelfuse 59135-010;2;NO · flanşlı 28,57 × 19,05 × 6,35;KAPALI + AÇIK konum · PLC girişine;CEK_K1_hamur_2;SATIN ALMA
CEK_K1_hamur_2_reed_acik;reed acik;0;;alt gövde → Littelfuse 59135;CEK_K1_hamur_2;ALT
CEK_K1_hamur_2_sensor_lami;sensor lami;1;304 · lazer / lama;zarf 6.3 × 2.0 × 705.0;CEK_K1_hamur_2;ÜRETİM
CEK_K1_hamur_2_tepsi;Tepsi · 20 çukur Ø100;1;gıda silikonu 10 mm · çukur 7 · kalıp döküm;530 × 520;CEK_K1_hamur_2;ÜRETİM
CEK_K1_hamur_3_on_dis_sac_1.5;Çekmece önü 40 · kulpsuz;1;dış 304 1,5 bükme + PU 37,5 köpük + iç 304 1,0 (fitil kanallı);650 × 105;CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_3_on_pu;on pu;0;PU köpük (gövdeyle birlikte enjeksiyon);alt gövde → çekmece önü / kapak katmanı;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_on_ic_sac_1.0;on ic sac 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece önü / kapak katmanı;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_on_fitil;Fitil · geçmeli manyetik profil 21 × 18,5;1;PVC + şerit mıknatıs · kapak iç sacının 6,4'lük kanalına geçer · aletsiz sökülür;çevre 1422 mm · köşeler gönye kaynaklı;CEK_K1_hamur_3;SATIN ALMA
CEK_K1_hamur_3_kutu_U_1.0;Çekmece kutusu U 1,0;1;304 lazer + 2 büküm;560 × 60 × 530;CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_3_kutu_arka_1.0;kutu arka 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece kutusu;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_kutu_on_1.0;kutu on 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece kutusu;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_on_baglanti_sol;Ön bağlantı köşesi;2;304 2 mm büküm · öne 2 × M5 perçin somun;ön yüz ayar yuvalı;CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_3_on_baglanti_sag;on baglanti;0;304 · lazer / lama;alt gövde → ön bağlantı köşesi;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_ray_adaptor_sol;Ray adaptör lamı 6 mm;2;304 lama · kutuya punta;ray iç profiline 4 × M4;CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_3_ray_adaptor_sag;ray adaptor;0;304 · lazer / lama;alt gövde → ray adaptör lamı;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_ray_dis_sol;Teleskopik ray Accuride DZ3832-0070;2;700 · %100 açılır · 3 elemanlı · 45,7 × 12,7 · 45–50 kg (çift);dış eleman kolon yan duvarına 4 × M5;CEK_K1_hamur_3;SATIN ALMA
CEK_K1_hamur_3_ray_ara_sol;ray ara;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (ara eleman);CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_ray_ic_sol;ray ic;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (iç eleman);CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_ray_dis_sag;ray dis;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_ray_ara_sag;ray ara;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (ara eleman);CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_ray_ic_sag;ray ic;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (iç eleman);CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_motor_kasnagi;GT3 kasnak 30 diş · 6 mm · flanşlı;1;alüminyum · delik Ø8 H7 + düz;PD 28,65 · çevre 90 mm;CEK_K1_hamur_3;SATIN ALMA
CEK_K1_hamur_3_motor_mili;motor mili;0;304 · lazer / lama;alt gövde → Transmotec PD3665;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_motor_gobegi;motor gobegi;0;304 · lazer / lama;alt gövde → Transmotec PD3665;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_motor_reduktor;Motor Transmotec PD3665-24-51-BFEC;1;24 V · planet 51:1 · 127 d/dk · 0,853 N·m · manyetik enkoder · EMC filtreli;Ø36 × 115,5 + enkoder · datasheet: transmotec.com PD3665;CEK_K1_hamur_3;SATIN ALMA
CEK_K1_hamur_3_motor_govde;motor govde;0;;alt gövde → Transmotec PD3665;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_enkoder_kapagi;enkoder kapagi;0;;alt gövde → Transmotec PD3665;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_m12_soket;M12 4 pin soket + kablo;1;motor + enkoder tek soket · kasada sabit;kablo dikey kanala;CEK_K1_hamur_3;SATIN ALMA
CEK_K1_hamur_3_motor_braketi;Motor braketi 3 mm;1;304 lazer + büküm · 4 × M3 (Ø31) + arka duvara 2 × M5;kasnak hizası buradan;CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_3_avara;GT3 avara 30 diş · 6 mm · çift rulman;1;alüminyum · 2 × 625-2RS;ön çerçevenin 17 mm arkası;CEK_K1_hamur_3;SATIN ALMA
CEK_K1_hamur_3_avara_mili;avara mili;1;304 · lazer / lama;zarf 12.2 × 5.0 × 5.0;CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_3_avara_kolu;Avara kolu 3 mm;1;304 büküm · ön çerçevenin arkasına 2 × M4 perçin somun;kayış gergisi burada: 8 mm yuvalı;CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_3_kayis_GT3;Kayış GT3 6 mm kapalı çevrim;1;~1482 mm (494 diş) · çelik kordlu;tedarikçi boyu doğrulayacak;CEK_K1_hamur_3;SATIN ALMA
CEK_K1_hamur_3_kayis_cenesi;Kayış çenesi + kolu;1;304 · kutunun yan duvarına kaynaklı · dişli çene 2 × M3;kutunun arkasından kasnağa uzanır (strok için);CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_3_miknatis_ayagi;miknatis ayagi;1;304 · lazer / lama;zarf 6.3 × 2.3 × 28.6;CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_3_miknatis_57135;Mıknatıs Littelfuse 57135-000;1;AlNiCo 5 · flanşlı 28,57 × 19,05 × 6,35;çenenin üstünde;CEK_K1_hamur_3;SATIN ALMA
CEK_K1_hamur_3_reed_kapali;Reed sensör Littelfuse 59135-010;2;NO · flanşlı 28,57 × 19,05 × 6,35;KAPALI + AÇIK konum · PLC girişine;CEK_K1_hamur_3;SATIN ALMA
CEK_K1_hamur_3_reed_acik;reed acik;0;;alt gövde → Littelfuse 59135;CEK_K1_hamur_3;ALT
CEK_K1_hamur_3_sensor_lami;sensor lami;1;304 · lazer / lama;zarf 6.3 × 2.0 × 705.0;CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_3_tepsi;Tepsi · 20 çukur Ø100;1;gıda silikonu 10 mm · çukur 7 · kalıp döküm;530 × 520;CEK_K1_hamur_3;ÜRETİM
CEK_K1_hamur_4_on_dis_sac_1.5;Çekmece önü 40 · kulpsuz;1;dış 304 1,5 bükme + PU 37,5 köpük + iç 304 1,0 (fitil kanallı);650 × 105;CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_4_on_pu;on pu;0;PU köpük (gövdeyle birlikte enjeksiyon);alt gövde → çekmece önü / kapak katmanı;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_on_ic_sac_1.0;on ic sac 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece önü / kapak katmanı;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_on_fitil;Fitil · geçmeli manyetik profil 21 × 18,5;1;PVC + şerit mıknatıs · kapak iç sacının 6,4'lük kanalına geçer · aletsiz sökülür;çevre 1422 mm · köşeler gönye kaynaklı;CEK_K1_hamur_4;SATIN ALMA
CEK_K1_hamur_4_kutu_U_1.0;Çekmece kutusu U 1,0;1;304 lazer + 2 büküm;560 × 60 × 530;CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_4_kutu_arka_1.0;kutu arka 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece kutusu;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_kutu_on_1.0;kutu on 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece kutusu;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_on_baglanti_sol;Ön bağlantı köşesi;2;304 2 mm büküm · öne 2 × M5 perçin somun;ön yüz ayar yuvalı;CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_4_on_baglanti_sag;on baglanti;0;304 · lazer / lama;alt gövde → ön bağlantı köşesi;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_ray_adaptor_sol;Ray adaptör lamı 6 mm;2;304 lama · kutuya punta;ray iç profiline 4 × M4;CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_4_ray_adaptor_sag;ray adaptor;0;304 · lazer / lama;alt gövde → ray adaptör lamı;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_ray_dis_sol;Teleskopik ray Accuride DZ3832-0070;2;700 · %100 açılır · 3 elemanlı · 45,7 × 12,7 · 45–50 kg (çift);dış eleman kolon yan duvarına 4 × M5;CEK_K1_hamur_4;SATIN ALMA
CEK_K1_hamur_4_ray_ara_sol;ray ara;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (ara eleman);CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_ray_ic_sol;ray ic;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (iç eleman);CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_ray_dis_sag;ray dis;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_ray_ara_sag;ray ara;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (ara eleman);CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_ray_ic_sag;ray ic;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (iç eleman);CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_motor_kasnagi;GT3 kasnak 30 diş · 6 mm · flanşlı;1;alüminyum · delik Ø8 H7 + düz;PD 28,65 · çevre 90 mm;CEK_K1_hamur_4;SATIN ALMA
CEK_K1_hamur_4_motor_mili;motor mili;0;304 · lazer / lama;alt gövde → Transmotec PD3665;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_motor_gobegi;motor gobegi;0;304 · lazer / lama;alt gövde → Transmotec PD3665;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_motor_reduktor;Motor Transmotec PD3665-24-51-BFEC;1;24 V · planet 51:1 · 127 d/dk · 0,853 N·m · manyetik enkoder · EMC filtreli;Ø36 × 115,5 + enkoder · datasheet: transmotec.com PD3665;CEK_K1_hamur_4;SATIN ALMA
CEK_K1_hamur_4_motor_govde;motor govde;0;;alt gövde → Transmotec PD3665;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_enkoder_kapagi;enkoder kapagi;0;;alt gövde → Transmotec PD3665;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_m12_soket;M12 4 pin soket + kablo;1;motor + enkoder tek soket · kasada sabit;kablo dikey kanala;CEK_K1_hamur_4;SATIN ALMA
CEK_K1_hamur_4_motor_braketi;Motor braketi 3 mm;1;304 lazer + büküm · 4 × M3 (Ø31) + arka duvara 2 × M5;kasnak hizası buradan;CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_4_avara;GT3 avara 30 diş · 6 mm · çift rulman;1;alüminyum · 2 × 625-2RS;ön çerçevenin 17 mm arkası;CEK_K1_hamur_4;SATIN ALMA
CEK_K1_hamur_4_avara_mili;avara mili;1;304 · lazer / lama;zarf 12.2 × 5.0 × 5.0;CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_4_avara_kolu;Avara kolu 3 mm;1;304 büküm · ön çerçevenin arkasına 2 × M4 perçin somun;kayış gergisi burada: 8 mm yuvalı;CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_4_kayis_GT3;Kayış GT3 6 mm kapalı çevrim;1;~1482 mm (494 diş) · çelik kordlu;tedarikçi boyu doğrulayacak;CEK_K1_hamur_4;SATIN ALMA
CEK_K1_hamur_4_kayis_cenesi;Kayış çenesi + kolu;1;304 · kutunun yan duvarına kaynaklı · dişli çene 2 × M3;kutunun arkasından kasnağa uzanır (strok için);CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_4_miknatis_ayagi;miknatis ayagi;1;304 · lazer / lama;zarf 6.3 × 2.3 × 28.6;CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_4_miknatis_57135;Mıknatıs Littelfuse 57135-000;1;AlNiCo 5 · flanşlı 28,57 × 19,05 × 6,35;çenenin üstünde;CEK_K1_hamur_4;SATIN ALMA
CEK_K1_hamur_4_reed_kapali;Reed sensör Littelfuse 59135-010;2;NO · flanşlı 28,57 × 19,05 × 6,35;KAPALI + AÇIK konum · PLC girişine;CEK_K1_hamur_4;SATIN ALMA
CEK_K1_hamur_4_reed_acik;reed acik;0;;alt gövde → Littelfuse 59135;CEK_K1_hamur_4;ALT
CEK_K1_hamur_4_sensor_lami;sensor lami;1;304 · lazer / lama;zarf 6.3 × 2.0 × 705.0;CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_4_tepsi;Tepsi · 20 çukur Ø100;1;gıda silikonu 10 mm · çukur 7 · kalıp döküm;530 × 520;CEK_K1_hamur_4;ÜRETİM
CEK_K1_hamur_5_on_dis_sac_1.5;Çekmece önü 40 · kulpsuz;1;dış 304 1,5 bükme + PU 37,5 köpük + iç 304 1,0 (fitil kanallı);650 × 105;CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_5_on_pu;on pu;0;PU köpük (gövdeyle birlikte enjeksiyon);alt gövde → çekmece önü / kapak katmanı;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_on_ic_sac_1.0;on ic sac 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece önü / kapak katmanı;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_on_fitil;Fitil · geçmeli manyetik profil 21 × 18,5;1;PVC + şerit mıknatıs · kapak iç sacının 6,4'lük kanalına geçer · aletsiz sökülür;çevre 1422 mm · köşeler gönye kaynaklı;CEK_K1_hamur_5;SATIN ALMA
CEK_K1_hamur_5_kutu_U_1.0;Çekmece kutusu U 1,0;1;304 lazer + 2 büküm;560 × 60 × 530;CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_5_kutu_arka_1.0;kutu arka 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece kutusu;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_kutu_on_1.0;kutu on 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece kutusu;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_on_baglanti_sol;Ön bağlantı köşesi;2;304 2 mm büküm · öne 2 × M5 perçin somun;ön yüz ayar yuvalı;CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_5_on_baglanti_sag;on baglanti;0;304 · lazer / lama;alt gövde → ön bağlantı köşesi;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_ray_adaptor_sol;Ray adaptör lamı 6 mm;2;304 lama · kutuya punta;ray iç profiline 4 × M4;CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_5_ray_adaptor_sag;ray adaptor;0;304 · lazer / lama;alt gövde → ray adaptör lamı;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_ray_dis_sol;Teleskopik ray Accuride DZ3832-0070;2;700 · %100 açılır · 3 elemanlı · 45,7 × 12,7 · 45–50 kg (çift);dış eleman kolon yan duvarına 4 × M5;CEK_K1_hamur_5;SATIN ALMA
CEK_K1_hamur_5_ray_ara_sol;ray ara;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (ara eleman);CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_ray_ic_sol;ray ic;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (iç eleman);CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_ray_dis_sag;ray dis;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_ray_ara_sag;ray ara;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (ara eleman);CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_ray_ic_sag;ray ic;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (iç eleman);CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_motor_kasnagi;GT3 kasnak 30 diş · 6 mm · flanşlı;1;alüminyum · delik Ø8 H7 + düz;PD 28,65 · çevre 90 mm;CEK_K1_hamur_5;SATIN ALMA
CEK_K1_hamur_5_motor_mili;motor mili;0;304 · lazer / lama;alt gövde → Transmotec PD3665;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_motor_gobegi;motor gobegi;0;304 · lazer / lama;alt gövde → Transmotec PD3665;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_motor_reduktor;Motor Transmotec PD3665-24-51-BFEC;1;24 V · planet 51:1 · 127 d/dk · 0,853 N·m · manyetik enkoder · EMC filtreli;Ø36 × 115,5 + enkoder · datasheet: transmotec.com PD3665;CEK_K1_hamur_5;SATIN ALMA
CEK_K1_hamur_5_motor_govde;motor govde;0;;alt gövde → Transmotec PD3665;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_enkoder_kapagi;enkoder kapagi;0;;alt gövde → Transmotec PD3665;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_m12_soket;M12 4 pin soket + kablo;1;motor + enkoder tek soket · kasada sabit;kablo dikey kanala;CEK_K1_hamur_5;SATIN ALMA
CEK_K1_hamur_5_motor_braketi;Motor braketi 3 mm;1;304 lazer + büküm · 4 × M3 (Ø31) + arka duvara 2 × M5;kasnak hizası buradan;CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_5_avara;GT3 avara 30 diş · 6 mm · çift rulman;1;alüminyum · 2 × 625-2RS;ön çerçevenin 17 mm arkası;CEK_K1_hamur_5;SATIN ALMA
CEK_K1_hamur_5_avara_mili;avara mili;1;304 · lazer / lama;zarf 12.2 × 5.0 × 5.0;CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_5_avara_kolu;Avara kolu 3 mm;1;304 büküm · ön çerçevenin arkasına 2 × M4 perçin somun;kayış gergisi burada: 8 mm yuvalı;CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_5_kayis_GT3;Kayış GT3 6 mm kapalı çevrim;1;~1482 mm (494 diş) · çelik kordlu;tedarikçi boyu doğrulayacak;CEK_K1_hamur_5;SATIN ALMA
CEK_K1_hamur_5_kayis_cenesi;Kayış çenesi + kolu;1;304 · kutunun yan duvarına kaynaklı · dişli çene 2 × M3;kutunun arkasından kasnağa uzanır (strok için);CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_5_miknatis_ayagi;miknatis ayagi;1;304 · lazer / lama;zarf 6.3 × 2.3 × 28.6;CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_5_miknatis_57135;Mıknatıs Littelfuse 57135-000;1;AlNiCo 5 · flanşlı 28,57 × 19,05 × 6,35;çenenin üstünde;CEK_K1_hamur_5;SATIN ALMA
CEK_K1_hamur_5_reed_kapali;Reed sensör Littelfuse 59135-010;2;NO · flanşlı 28,57 × 19,05 × 6,35;KAPALI + AÇIK konum · PLC girişine;CEK_K1_hamur_5;SATIN ALMA
CEK_K1_hamur_5_reed_acik;reed acik;0;;alt gövde → Littelfuse 59135;CEK_K1_hamur_5;ALT
CEK_K1_hamur_5_sensor_lami;sensor lami;1;304 · lazer / lama;zarf 6.3 × 2.0 × 705.0;CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_5_tepsi;Tepsi · 20 çukur Ø100;1;gıda silikonu 10 mm · çukur 7 · kalıp döküm;530 × 520;CEK_K1_hamur_5;ÜRETİM
CEK_K1_hamur_6_on_dis_sac_1.5;Çekmece önü 40 · kulpsuz;1;dış 304 1,5 bükme + PU 37,5 köpük + iç 304 1,0 (fitil kanallı);650 × 105;CEK_K1_hamur_6;ÜRETİM
CEK_K1_hamur_6_on_pu;on pu;0;PU köpük (gövdeyle birlikte enjeksiyon);alt gövde → çekmece önü / kapak katmanı;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_on_ic_sac_1.0;on ic sac 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece önü / kapak katmanı;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_on_fitil;Fitil · geçmeli manyetik profil 21 × 18,5;1;PVC + şerit mıknatıs · kapak iç sacının 6,4'lük kanalına geçer · aletsiz sökülür;çevre 1422 mm · köşeler gönye kaynaklı;CEK_K1_hamur_6;SATIN ALMA
CEK_K1_hamur_6_kutu_U_1.0;Çekmece kutusu U 1,0;1;304 lazer + 2 büküm;560 × 60 × 530;CEK_K1_hamur_6;ÜRETİM
CEK_K1_hamur_6_kutu_arka_1.0;kutu arka 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece kutusu;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_kutu_on_1.0;kutu on 1.0;0;304 sac · lazer + büküm;alt gövde → çekmece kutusu;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_on_baglanti_sol;Ön bağlantı köşesi;2;304 2 mm büküm · öne 2 × M5 perçin somun;ön yüz ayar yuvalı;CEK_K1_hamur_6;ÜRETİM
CEK_K1_hamur_6_on_baglanti_sag;on baglanti;0;304 · lazer / lama;alt gövde → ön bağlantı köşesi;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_ray_adaptor_sol;Ray adaptör lamı 6 mm;2;304 lama · kutuya punta;ray iç profiline 4 × M4;CEK_K1_hamur_6;ÜRETİM
CEK_K1_hamur_6_ray_adaptor_sag;ray adaptor;0;304 · lazer / lama;alt gövde → ray adaptör lamı;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_ray_dis_sol;Teleskopik ray Accuride DZ3832-0070;2;700 · %100 açılır · 3 elemanlı · 45,7 × 12,7 · 45–50 kg (çift);dış eleman kolon yan duvarına 4 × M5;CEK_K1_hamur_6;SATIN ALMA
CEK_K1_hamur_6_ray_ara_sol;ray ara;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (ara eleman);CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_ray_ic_sol;ray ic;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (iç eleman);CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_ray_dis_sag;ray dis;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_ray_ara_sag;ray ara;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (ara eleman);CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_ray_ic_sag;ray ic;0;304 · lazer / lama;alt gövde → Accuride DZ3832-0070 (iç eleman);CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_motor_kasnagi;GT3 kasnak 30 diş · 6 mm · flanşlı;1;alüminyum · delik Ø8 H7 + düz;PD 28,65 · çevre 90 mm;CEK_K1_hamur_6;SATIN ALMA
CEK_K1_hamur_6_motor_mili;motor mili;0;304 · lazer / lama;alt gövde → Transmotec PD3665;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_motor_gobegi;motor gobegi;0;304 · lazer / lama;alt gövde → Transmotec PD3665;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_motor_reduktor;Motor Transmotec PD3665-24-51-BFEC;1;24 V · planet 51:1 · 127 d/dk · 0,853 N·m · manyetik enkoder · EMC filtreli;Ø36 × 115,5 + enkoder · datasheet: transmotec.com PD3665;CEK_K1_hamur_6;SATIN ALMA
CEK_K1_hamur_6_motor_govde;motor govde;0;;alt gövde → Transmotec PD3665;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_enkoder_kapagi;enkoder kapagi;0;;alt gövde → Transmotec PD3665;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_m12_soket;M12 4 pin soket + kablo;1;motor + enkoder tek soket · kasada sabit;kablo dikey kanala;CEK_K1_hamur_6;SATIN ALMA
CEK_K1_hamur_6_motor_braketi;Motor braketi 3 mm;1;304 lazer + büküm · 4 × M3 (Ø31) + arka duvara 2 × M5;kasnak hizası buradan;CEK_K1_hamur_6;ÜRETİM
CEK_K1_hamur_6_avara;GT3 avara 30 diş · 6 mm · çift rulman;1;alüminyum · 2 × 625-2RS;ön çerçevenin 17 mm arkası;CEK_K1_hamur_6;SATIN ALMA
CEK_K1_hamur_6_avara_mili;avara mili;1;304 · lazer / lama;zarf 12.2 × 5.0 × 5.0;CEK_K1_hamur_6;ÜRETİM
CEK_K1_hamur_6_avara_kolu;Avara kolu 3 mm;1;304 büküm · ön çerçevenin arkasına 2 × M4 perçin somun;kayış gergisi burada: 8 mm yuvalı;CEK_K1_hamur_6;ÜRETİM
CEK_K1_hamur_6_kayis_GT3;Kayış GT3 6 mm kapalı çevrim;1;~1482 mm (494 diş) · çelik kordlu;tedarikçi boyu doğrulayacak;CEK_K1_hamur_6;SATIN ALMA
CEK_K1_hamur_6_kayis_cenesi;Kayış çenesi + kolu;1;304 · kutunun yan duvarına kaynaklı · dişli çene 2 × M3;kutunun arkasından kasnağa uzanır (strok için);CEK_K1_hamur_6;ÜRETİM
CEK_K1_hamur_6_miknatis_ayagi;miknatis ayagi;1;304 · lazer / lama;zarf 6.3 × 2.3 × 28.6;CEK_K1_hamur_6;ÜRETİM
CEK_K1_hamur_6_miknatis_57135;Mıknatıs Littelfuse 57135-000;1;AlNiCo 5 · flanşlı 28,57 × 19,05 × 6,35;çenenin üstünde;CEK_K1_hamur_6;SATIN ALMA
CEK_K1_hamur_6_reed_kapali;Reed sensör Littelfuse 59135-010;2;NO · flanşlı 28,57 × 19,05 × 6,35;KAPALI + AÇIK konum · PLC girişine;CEK_K1_hamur_6;SATIN ALMA
CEK_K1_hamur_6_reed_acik;reed acik;0;;alt gövde → Littelfuse 59135;CEK_K1_hamur_6;ALT
CEK_K1_hamur_6_sensor_lami;sensor lami;1;304 · lazer / lama;zarf 6.3 × 2.0 × 705.0;CEK_K1_hamur_6;ÜRETİM
